stream_id,base_sequence_id,fault_type,onset_hours,split,experiment,cadence_h,jitter_h,n_fov,crop_frac,seed,n_visits,span_hours,source_dataset,n_visits_to_onset
c2c12_090318_exp1_F0013_Data__fault_dim,c2c12_090318_exp1_F0013_Data,lamp_dimming,40.0,heldout,90318,12.0,3.0,1,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090318_exp1_F0016_Data__fault_dim,c2c12_090318_exp1_F0016_Data,lamp_dimming,40.0,heldout,90318,12.0,3.0,1,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090318_exp1_F0018_Data__fault_dim,c2c12_090318_exp1_F0018_Data,lamp_dimming,40.0,tuning,90318,12.0,3.0,1,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090325_exp1_F0001_Data__fault_dim,c2c12_090325_exp1_F0001_Data,lamp_dimming,40.0,tuning,90325,12.0,3.0,1,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090325_exp1_F0003_Data__fault_dim,c2c12_090325_exp1_F0003_Data,lamp_dimming,40.0,heldout,90325,12.0,3.0,1,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090325_exp1_F0005_Data__fault_contam,c2c12_090325_exp1_F0005_Data,contamination_onset,38.7,tuning,90325,12.0,3.0,1,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090325_exp1_F0005_Data__fault_dim,c2c12_090325_exp1_F0005_Data,lamp_dimming,40.0,tuning,90325,12.0,3.0,1,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090325_exp1_F0007_Data__fault_dim,c2c12_090325_exp1_F0007_Data,lamp_dimming,40.0,heldout,90325,12.0,3.0,1,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090325_exp1_F0011_Data__fault_dim,c2c12_090325_exp1_F0011_Data,lamp_dimming,40.0,heldout,90325,12.0,3.0,1,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090325_exp1_F0013_Data__fault_contam,c2c12_090325_exp1_F0013_Data,contamination_onset,38.7,heldout,90325,12.0,3.0,1,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090325_exp1_F0013_Data__fault_dim,c2c12_090325_exp1_F0013_Data,lamp_dimming,40.0,heldout,90325,12.0,3.0,1,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090325_exp1_F0016_Data__fault_dim,c2c12_090325_exp1_F0016_Data,lamp_dimming,40.0,tuning,90325,12.0,3.0,1,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090325_exp1_F0016_Data__fault_stall,c2c12_090325_exp1_F0016_Data,growth_stall,30.099999999999998,tuning,90325,12.0,3.0,1,0.25,0,8,82.78146691666667,c2c12,3.0
c2c12_090325_exp1_F0018_Data__fault_dim,c2c12_090325_exp1_F0018_Data,lamp_dimming,40.0,heldout,90325,12.0,3.0,1,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090303_exp1_F0001_Data,c2c12_090303_exp1_F0001_Data,none,,tuning,90303,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,
c2c12_090303_exp1_F0003_Data,c2c12_090303_exp1_F0003_Data,none,,heldout,90303,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,
c2c12_090303_exp1_F0005_Data,c2c12_090303_exp1_F0005_Data,none,,tuning,90303,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,
c2c12_090303_exp1_F0007_Data,c2c12_090303_exp1_F0007_Data,none,,tuning,90303,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,
c2c12_090303_exp1_F0010_Data,c2c12_090303_exp1_F0010_Data,none,,tuning,90303,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,
c2c12_090303_exp1_F0012_Data,c2c12_090303_exp1_F0012_Data,none,,tuning,90303,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,
c2c12_090303_exp1_F0014_Data,c2c12_090303_exp1_F0014_Data,none,,heldout,90303,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,
c2c12_090303_exp1_F0016_Data,c2c12_090303_exp1_F0016_Data,none,,tuning,90303,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,
c2c12_090318_exp1_F0001_Data,c2c12_090318_exp1_F0001_Data,none,,heldout,90318,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,
c2c12_090318_exp1_F0003_Data,c2c12_090318_exp1_F0003_Data,none,,heldout,90318,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,
c2c12_090318_exp1_F0005_Data,c2c12_090318_exp1_F0005_Data,none,,heldout,90318,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,
c2c12_090318_exp1_F0007_Data,c2c12_090318_exp1_F0007_Data,none,,heldout,90318,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,
c2c12_090318_exp1_F0011_Data,c2c12_090318_exp1_F0011_Data,none,,heldout,90318,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,
c2c12_090318_exp1_F0013_Data,c2c12_090318_exp1_F0013_Data,none,,heldout,90318,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,
c2c12_090318_exp1_F0016_Data,c2c12_090318_exp1_F0016_Data,none,,heldout,90318,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,
c2c12_090318_exp1_F0018_Data,c2c12_090318_exp1_F0018_Data,none,,tuning,90318,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,
c2c12_090325_exp1_F0001_Data,c2c12_090325_exp1_F0001_Data,none,,tuning,90325,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,
c2c12_090325_exp1_F0003_Data,c2c12_090325_exp1_F0003_Data,none,,heldout,90325,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,
c2c12_090325_exp1_F0005_Data,c2c12_090325_exp1_F0005_Data,none,,tuning,90325,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,
c2c12_090325_exp1_F0007_Data,c2c12_090325_exp1_F0007_Data,none,,heldout,90325,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,
c2c12_090325_exp1_F0011_Data,c2c12_090325_exp1_F0011_Data,none,,heldout,90325,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,
c2c12_090325_exp1_F0013_Data,c2c12_090325_exp1_F0013_Data,none,,heldout,90325,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,
c2c12_090325_exp1_F0016_Data,c2c12_090325_exp1_F0016_Data,none,,tuning,90325,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,
c2c12_090325_exp1_F0018_Data,c2c12_090325_exp1_F0018_Data,none,,heldout,90325,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,
c2c12_090303_exp1_F0001_Data__fault_dim,c2c12_090303_exp1_F0001_Data,lamp_dimming,40.0,tuning,90303,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090303_exp1_F0003_Data__fault_dim,c2c12_090303_exp1_F0003_Data,lamp_dimming,40.0,heldout,90303,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090303_exp1_F0005_Data__fault_dim,c2c12_090303_exp1_F0005_Data,lamp_dimming,40.0,tuning,90303,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090303_exp1_F0005_Data__fault_stall,c2c12_090303_exp1_F0005_Data,growth_stall,29.4,tuning,90303,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,3.0
c2c12_090303_exp1_F0007_Data__fault_dim,c2c12_090303_exp1_F0007_Data,lamp_dimming,40.0,tuning,90303,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090303_exp1_F0010_Data__fault_contam,c2c12_090303_exp1_F0010_Data,contamination_onset,37.800000000000004,tuning,90303,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090303_exp1_F0010_Data__fault_dim,c2c12_090303_exp1_F0010_Data,lamp_dimming,40.0,tuning,90303,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090303_exp1_F0012_Data__fault_dim,c2c12_090303_exp1_F0012_Data,lamp_dimming,40.0,tuning,90303,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090303_exp1_F0014_Data__fault_dim,c2c12_090303_exp1_F0014_Data,lamp_dimming,40.0,heldout,90303,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090303_exp1_F0014_Data__fault_stall,c2c12_090303_exp1_F0014_Data,growth_stall,29.4,heldout,90303,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,3.0
c2c12_090303_exp1_F0016_Data__fault_dim,c2c12_090303_exp1_F0016_Data,lamp_dimming,40.0,tuning,90303,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090318_exp1_F0001_Data__fault_dim,c2c12_090318_exp1_F0001_Data,lamp_dimming,40.0,heldout,90318,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090318_exp1_F0003_Data__fault_dim,c2c12_090318_exp1_F0003_Data,lamp_dimming,40.0,heldout,90318,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090318_exp1_F0005_Data__fault_contam,c2c12_090318_exp1_F0005_Data,contamination_onset,39.6,heldout,90318,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090318_exp1_F0005_Data__fault_dim,c2c12_090318_exp1_F0005_Data,lamp_dimming,40.0,heldout,90318,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090318_exp1_F0007_Data__fault_dim,c2c12_090318_exp1_F0007_Data,lamp_dimming,40.0,heldout,90318,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090318_exp1_F0007_Data__fault_stall,c2c12_090318_exp1_F0007_Data,growth_stall,30.799999999999997,heldout,90318,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,3.0
c2c12_090318_exp1_F0011_Data__fault_dim,c2c12_090318_exp1_F0011_Data,lamp_dimming,40.0,heldout,90318,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090318_exp1_F0013_Data__fault_dim,c2c12_090318_exp1_F0013_Data,lamp_dimming,40.0,heldout,90318,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090318_exp1_F0016_Data__fault_dim,c2c12_090318_exp1_F0016_Data,lamp_dimming,40.0,heldout,90318,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090318_exp1_F0018_Data__fault_dim,c2c12_090318_exp1_F0018_Data,lamp_dimming,40.0,tuning,90318,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090325_exp1_F0001_Data__fault_dim,c2c12_090325_exp1_F0001_Data,lamp_dimming,40.0,tuning,90325,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090325_exp1_F0003_Data__fault_dim,c2c12_090325_exp1_F0003_Data,lamp_dimming,40.0,heldout,90325,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090325_exp1_F0005_Data__fault_contam,c2c12_090325_exp1_F0005_Data,contamination_onset,38.7,tuning,90325,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090325_exp1_F0005_Data__fault_dim,c2c12_090325_exp1_F0005_Data,lamp_dimming,40.0,tuning,90325,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090325_exp1_F0007_Data__fault_dim,c2c12_090325_exp1_F0007_Data,lamp_dimming,40.0,heldout,90325,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090325_exp1_F0011_Data__fault_dim,c2c12_090325_exp1_F0011_Data,lamp_dimming,40.0,heldout,90325,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090325_exp1_F0013_Data__fault_contam,c2c12_090325_exp1_F0013_Data,contamination_onset,38.7,heldout,90325,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090325_exp1_F0013_Data__fault_dim,c2c12_090325_exp1_F0013_Data,lamp_dimming,40.0,heldout,90325,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090325_exp1_F0016_Data__fault_dim,c2c12_090325_exp1_F0016_Data,lamp_dimming,40.0,tuning,90325,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,4.0
c2c12_090325_exp1_F0016_Data__fault_stall,c2c12_090325_exp1_F0016_Data,growth_stall,30.099999999999998,tuning,90325,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,3.0
c2c12_090325_exp1_F0018_Data__fault_dim,c2c12_090325_exp1_F0018_Data,lamp_dimming,40.0,heldout,90325,12.0,3.0,3,0.25,0,8,82.78146691666667,c2c12,4.0
